PokemonName,BWSpr#,Home#,PokemonDbName,ShowdownName,PorygonName,Type1,Type2,Ability1,Ablity2,AbilityHidden,HP,Atk,Def,SpA,SpD,Spe,HpWall,PhysAttacker,SpecAttacker,PhysDefender,SpecDefender,SpeedAbility,Fast,Pivot,Price,IconLink
Manaphy,490,490,manaphy,manaphy,Manaphy,Water,,Hydration,,,100,100,100,100,100,100,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,14,https://www.serebii.net/pokedex-swsh/icon/490.png
Darkrai,491,491,darkrai,darkrai,Darkrai,Dark,,Bad Dreams,,,70,90,90,135,90,125,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,19,https://www.serebii.net/pokedex-swsh/icon/491.png
Shaymin,492,492,shaymin,shaymin,Shaymin,Grass,,Natural Cure,,,100,100,100,100,100,100,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,9,https://www.serebii.net/pokedex-swsh/icon/492.png
Shaymin-Sky,492-s,492-1,shaymin-sky,shaymin-sky,Shaymin-Sky,Grass,Flying,Serene Grace,,,100,103,75,120,75,127,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/492-s.png
Arceus,493,493,arceus,arceus,Arceus,Normal,,Multitype,,,120,120,120,120,120,120,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/493.png
Arceus-Bug,493-bug,493-6,arceus-bug,arceus-bug,Arceus-Bug,Bug,,Multitype,,,120,120,120,120,120,120,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/493.png
Arceus-Dark,493-dark,493-16,arceus-dark,arceus-dark,Arceus-Dark,Dark,,Multitype,,,120,120,120,120,120,120,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/493.png
Arceus-Dragon,493-dragon,493-15,arceus-dragon,arceus-dragon,Arceus-Dragon,Dragon,,Multitype,,,120,120,120,120,120,120,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/493.png
Arceus-Electric,493-electric,493-12,arceus-electric,arceus-electric,Arceus-Electric,Electric,,Multitype,,,120,120,120,120,120,120,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/493.png
Arceus-Fairy,493-fairy,493-17,arceus-fairy,arceus-fairy,Arceus-Fairy,Fairy,,Multitype,,,120,120,120,120,120,120,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/493.png
Arceus-Fighting,493-fighting,493-1,arceus-fighting,arceus-fighting,Arceus-Fighting,Fighting,,Multitype,,,120,120,120,120,120,120,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/493.png
Arceus-Fire,493-fire,493-9,arceus-fire,arceus-fire,Arceus-Fire,Fire,,Multitype,,,120,120,120,120,120,120,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/493.png
Arceus-Flying,493-flying,493-2,arceus-flying,arceus-flying,Arceus-Flying,Flying,,Multitype,,,120,120,120,120,120,120,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/493.png
Arceus-Ghost,493-ghost,493-7,arceus-ghost,arceus-ghost,Arceus-Ghost,Ghost,,Multitype,,,120,120,120,120,120,120,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/493.png
Arceus-Grass,493-grass,493-11,arceus-grass,arceus-grass,Arceus-Grass,Grass,,Multitype,,,120,120,120,120,120,120,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/493.png
Arceus-Ground,493-ground,493-4,arceus-ground,arceus-ground,Arceus-Ground,Ground,,Multitype,,,120,120,120,120,120,120,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/493.png
Arceus-Ice,493-ice,493-14,arceus-ice,arceus-ice,Arceus-Ice,Ice,,Multitype,,,120,120,120,120,120,120,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/493.png
Arceus-Poison,493-poison,493-3,arceus-poison,arceus-poison,Arceus-Poison,Poison,,Multitype,,,120,120,120,120,120,120,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/493.png
Arceus-Psychic,493-psychic,493-13,arceus-psychic,arceus-psychic,Arceus-Psychic,Psychic,,Multitype,,,120,120,120,120,120,120,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/493.png
Arceus-Rock,493-rock,493-5,arceus-rock,arceus-rock,Arceus-Rock,Rock,,Multitype,,,120,120,120,120,120,120,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/493.png
Arceus-Steel,493-steel,493-8,arceus-steel,arceus-steel,Arceus-Steel,Steel,,Multitype,,,120,120,120,120,120,120,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/493.png
Arceus-Water,493-water,493-10,arceus-water,arceus-water,Arceus-Water,Water,,Multitype,,,120,120,120,120,120,120,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/493.png
Victini,494,494,victini,victini,Victini,Psychic,Fire,Victory Star,,,100,100,100,100,100,100,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,17,https://www.serebii.net/pokedex-swsh/icon/494.png
Snivy,495,495,snivy,snivy,Snivy,Grass,,Overgrow,,Contrary,45,45,55,45,55,63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/495.png
Servine,496,496,servine,servine,Servine,Grass,,Overgrow,,Contrary,60,60,75,60,75,83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/496.png
Serperior,497,497,serperior,serperior,Serperior,Grass,,Overgrow,,Contrary,75,75,95,75,95,113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,https://www.serebii.net/pokedex-swsh/icon/497.png
Tepig,498,498,tepig,tepig,Tepig,Fire,,Blaze,,Thick Fat,65,63,45,45,45,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/498.png
Pignite,499,499,pignite,pignite,Pignite,Fire,Fighting,Blaze,,Thick Fat,90,93,55,70,55,55,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/499.png
Emboar,500,500,emboar,emboar,Emboar,Fire,Fighting,Blaze,,Reckless,110,123,65,100,65,65,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,https://www.serebii.net/pokedex-swsh/icon/500.png
Oshawott,501,501,oshawott,oshawott,Oshawott,Water,,Torrent,,Shell Armor,55,55,45,63,45,45,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/501.png
Dewott,502,502,dewott,dewott,Dewott,Water,,Torrent,,Shell Armor,75,75,60,83,60,60,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/502.png
Samurott,503,503,samurott,samurott,Samurott,Water,,Torrent,,Shell Armor,95,100,85,108,70,70,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,https://www.serebii.net/pokedex-swsh/icon/503.png
Samurott-Hisui,503-h,503-h,samurott-hisuian,samurott-hisui,Samurott-HIsui,Water,Dark,Torrent,,Sharpness,90,108,80,100,65,85,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,15,https://www.serebii.net/pokedex-swsh/icon/503-h.png
Patrat,504,504,patrat,patrat,Patrat,Normal,,Run Away,Keen Eye,Analytic,45,55,39,35,39,42,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/504.png
Watchog,505,505,watchog,watchog,Watchog,Normal,,Illuminate,Keen Eye,Analytic,60,85,69,60,69,77,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/505.png
Lillipup,506,506,lillipup,lillipup,Lillipup,Normal,,Vital Spirit,Pickup,Run Away,45,60,45,25,45,55,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/506.png
Herdier,507,507,herdier,herdier,Herdier,Normal,,Intimidate,Sand Rush,Scrappy,65,80,65,35,65,60,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/507.png
Stoutland,508,508,stoutland,stoutland,Stoutland,Normal,,Intimidate,Sand Rush,Scrappy,85,110,90,45,90,80,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,https://www.serebii.net/pokedex-swsh/icon/508.png
Purrloin,509,509,purrloin,purrloin,Purrloin,Dark,,Limber,Unburden,Prankster,41,50,37,50,37,66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/509.png
Liepard,510,510,liepard,liepard,Liepard,Dark,,Limber,Unburden,Prankster,64,88,50,88,50,106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,https://www.serebii.net/pokedex-swsh/icon/510.png
Pansage,511,511,pansage,pansage,Pansage,Grass,,Gluttony,,Overgrow,50,53,48,53,48,64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/511.png
Simisage,512,512,simisage,simisage,Simisage,Grass,,Gluttony,,Overgrow,75,98,63,98,63,101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,https://www.serebii.net/pokedex-swsh/icon/512.png
Pansear,513,513,pansear,pansear,Pansear,Fire,,Gluttony,,Blaze,50,53,48,53,48,64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/513.png
Simisear,514,514,simisear,simisear,Simisear,Fire,,Gluttony,,Blaze,75,98,63,98,63,101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,https://www.serebii.net/pokedex-swsh/icon/514.png
Panpour,515,515,panpour,panpour,Panpour,Water,,Gluttony,,Torrent,50,53,48,53,48,64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/515.png
Simipour,516,516,simipour,simipour,Simipour,Water,,Gluttony,,Torrent,75,98,63,98,63,101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,https://www.serebii.net/pokedex-swsh/icon/516.png
Munna,517,517,munna,munna,Munna,Psychic,,Forewarn,Synchronize,Telepathy,76,25,45,67,55,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/517.png
Musharna,518,518,musharna,musharna,Musharna,Psychic,,Forewarn,Synchronize,Telepathy,116,55,85,107,95,29,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,https://www.serebii.net/pokedex-swsh/icon/518.png
Pidove,519,519,pidove,pidove,Pidove,Normal,Flying,Big Pecks,Super Luck,Rivalry,50,55,50,36,30,43,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/519.png
Tranquill,520,520,tranquill,tranquill,Tranquill,Normal,Flying,Big Pecks,Super Luck,Rivalry,62,77,62,50,42,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/520.png
Unfezant,521,521,unfezant,unfezant,Unfezant,Normal,Flying,Big Pecks,Super Luck,Rivalry,80,115,80,65,55,93,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,https://www.serebii.net/pokedex-swsh/icon/521.png
Blitzle,522,522,blitzle,blitzle,Blitzle,Electric,,Lightning Rod,Motor Drive,Sap Sipper,45,60,32,50,32,76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/522.png
Zebstrika,523,523,zebstrika,zebstrika,Zebstrika,Electric,,Lightning Rod,Motor Drive,Sap Sipper,75,100,63,80,63,116,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,https://www.serebii.net/pokedex-swsh/icon/523.png
Roggenrola,524,524,roggenrola,roggenrola,Roggenrola,Rock,,Sturdy,Weak Armor,Sand Force,55,75,85,25,25,15,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/524.png
Boldore,525,525,boldore,boldore,Boldore,Rock,,Sturdy,Weak Armor,Sand Force,70,105,105,50,40,20,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/525.png
Gigalith,526,526,gigalith,gigalith,Gigalith,Rock,,Sturdy,Sand Stream,Sand Force,85,135,130,60,80,25,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,https://www.serebii.net/pokedex-swsh/icon/526.png
Woobat,527,527,woobat,woobat,Woobat,Psychic,Flying,Unaware,Klutz,Simple,65,45,43,55,43,72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/527.png
Swoobat,528,528,swoobat,swoobat,Swoobat,Psychic,Flying,Unaware,Klutz,Simple,67,57,55,77,55,114,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,https://www.serebii.net/pokedex-swsh/icon/528.png
Drilbur,529,529,drilbur,drilbur,Drilbur,Ground,,Sand Rush,Sand Force,Mold Breaker,60,85,40,30,45,68,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/529.png
Excadrill,530,530,excadrill,excadrill,Excadrill,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,110,135,60,50,65,88,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,16,https://www.serebii.net/pokedex-swsh/icon/530.png
Audino,531,531,audino,audino,Audino,Normal,,Healer,Regenerator,Klutz,103,60,86,60,86,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,https://www.serebii.net/pokedex-swsh/icon/531.png
Mega Audino,531-m,531-1,audino-mega,audino-mega,Audino-Mega,Normal,Fairy,Healer,,,103,60,126,80,126,50,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,5,https://www.serebii.net/pokedex-swsh/icon/531-m.png
Timburr,532,532,timburr,timburr,Timburr,Fighting,,Guts,Sheer Force,Iron Fist,75,80,55,25,35,35,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/532.png
Gurdurr,533,533,gurdurr,gurdurr,Gurdurr,Fighting,,Guts,Sheer Force,Iron Fist,85,105,85,40,50,40,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,https://www.serebii.net/pokedex-swsh/icon/533.png
Conkeldurr,534,534,conkeldurr,conkeldurr,Conkeldurr,Fighting,,Guts,Sheer Force,Iron Fist,105,140,95,55,65,45,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,https://www.serebii.net/pokedex-swsh/icon/534.png
Tympole,535,535,tympole,tympole,Tympole,Water,,Swift Swim,Hydration,Water Absorb,50,50,40,50,40,64,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/535.png
Palpitoad,536,536,palpitoad,palpitoad,Palpitoad,Water,Ground,Swift Swim,Hydration,Water Absorb,75,65,55,65,55,69,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/536.png
Seismitoad,537,537,seismitoad,seismitoad,Seismitoad,Water,Ground,Swift Swim,Poison Touch,Water Absorb,105,95,75,85,75,74,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,11,https://www.serebii.net/pokedex-swsh/icon/537.png
Throh,538,538,throh,throh,Throh,Fighting,,Guts,Inner Focus,Mold Breaker,120,100,85,30,85,45,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,https://www.serebii.net/pokedex-swsh/icon/538.png
Sawk,539,539,sawk,sawk,Sawk,Fighting,,Sturdy,Inner Focus,Mold Breaker,75,125,75,30,75,85,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,https://www.serebii.net/pokedex-swsh/icon/539.png
Sewaddle,540,540,sewaddle,sewaddle,Sewaddle,Bug,Grass,Swarm,Chlorophyll,Overcoat,45,53,70,40,60,42,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/540.png
Swadloon,541,541,swadloon,swadloon,Swadloon,Bug,Grass,Leaf Guard,Chlorophyll,Overcoat,55,63,90,50,80,42,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/541.png
Leavanny,542,542,leavanny,leavanny,Leavanny,Bug,Grass,Swarm,Chlorophyll,Overcoat,75,103,80,70,80,92,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,https://www.serebii.net/pokedex-swsh/icon/542.png
Venipede,543,543,venipede,venipede,Venipede,Bug,Poison,Poison Point,Swarm,Speed Boost,30,45,59,30,39,57,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/543.png
Whirlipede,544,544,whirlipede,whirlipede,Whirlipede,Bug,Poison,Poison Point,Swarm,Speed Boost,40,55,99,40,79,47,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/544.png
Scolipede,545,545,scolipede,scolipede,Scolipede,Bug,Poison,Poison Point,Swarm,Speed Boost,60,100,89,55,69,112,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,13,https://www.serebii.net/pokedex-swsh/icon/545.png
Cottonee,546,546,cottonee,cottonee,Cottonee,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,40,27,60,37,50,66,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/546.png
Whimsicott,547,547,whimsicott,whimsicott,Whimsicott,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,60,67,85,77,75,116,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,8,https://www.serebii.net/pokedex-swsh/icon/547.png
Petilil,548,548,petilil,petilil,Petilil,Grass,,Chlorophyll,Own Tempo,Leaf Guard,45,35,50,70,50,30,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/548.png
Lilligant,549,549,lilligant,lilligant,Lilligant,Grass,,Chlorophyll,Own Tempo,Leaf Guard,70,60,75,110,75,90,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4,https://www.serebii.net/pokedex-swsh/icon/549.png
Lilligant-Hisui,549-h,549-h,lilligant-hisuian,lilligant-hisui,Lilligant-Hisui,Grass,Fighting,Chlorophyll,Hustle,Leaf Guard,70,105,75,50,75,105,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,12,https://www.serebii.net/pokedex-swsh/icon/549-h.png
Basculin,550,550,basculin,basculin,Basculin,Water,,Reckless,Adaptability,Mold Breaker,70,92,65,80,55,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,https://www.serebii.net/pokedex-swsh/icon/550.png
Basculin-Blue,550-b,550,basculin-blue-striped,basculin-bluestriped,Basculin,Water,,Rock Head,Adaptability,Mold Breaker,70,92,65,80,55,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/550-b.png
Basculin-White,550-w,550,basculin-white-striped,basculin-whitestriped,Basculin,Water,,Rattled,Adaptability,Mold Breaker,70,92,65,80,55,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,https://www.serebii.net/pokedex-swsh/icon/550-w.png
Sandile,551,551,sandile,sandile,Sandile,Ground,Dark,Intimidate,Moxie,Anger Point,50,72,35,35,35,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/551.png
Krokorok,552,552,krokorok,krokorok,Krokorok,Ground,Dark,Intimidate,Moxie,Anger Point,60,82,45,45,45,74,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/552.png
Krookodile,553,553,krookodile,krookodile,Krookodile,Ground,Dark,Intimidate,Moxie,Anger Point,95,117,80,65,70,92,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,https://www.serebii.net/pokedex-swsh/icon/553.png
Darumaka,554,554,darumaka,darumaka,Darumaka,Fire,,Hustle,,Inner Focus,70,90,45,15,45,50,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/554.png
Darumaka-Galar,554-g,554-1,darumaka-galarian,darumaka-galar,Darumaka-Galar,Ice,,Hustle,,Inner Focus,70,90,45,15,45,50,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/554-g.png
Darmanitan,555,555,darmanitan,darmanitan,Darmanitan,Fire,,Sheer Force,,Zen Mode,105,140,55,30,55,95,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,https://www.serebii.net/pokedex-swsh/icon/555.png
Darmanitan-Zen,555-z,555-1,darmanitan-zen,darmanitan-zen,Darmanitan-Zen,Fire,Psychic,Zen Mode,,,105,30,105,140,105,55,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/555-z.png
Darmanitan-Galar,555-g,555-2,darmanitan-galarian-standard,darmanitan-galar,Darmanitan-Galar,Ice,,Gorilla Tactics,,Zen Mode,105,140,55,30,55,95,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,https://www.serebii.net/pokedex-swsh/icon/555-g.png
Darmanitan-Galar-Zen,555-gz,555-3,darmanitan-galarian-zen,darmanitan-galarzen,Darmanitan-Galar-Zen,Ice,Fire,Zen Mode,,,105,160,55,30,55,135,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,https://www.serebii.net/pokedex-swsh/icon/555-gz.png
Maractus,556,556,maractus,maractus,Maractus,Grass,,Water Absorb,Chlorophyll,Storm Drain,75,86,67,106,67,60,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,https://www.serebii.net/pokedex-swsh/icon/556.png
Dwebble,557,557,dwebble,dwebble,Dwebble,Bug,Rock,Sturdy,Shell Armor,Weak Armor,50,65,85,35,35,55,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/557.png
Crustle,558,558,crustle,crustle,Crustle,Bug,Rock,Sturdy,Shell Armor,Weak Armor,70,105,125,65,75,45,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,https://www.serebii.net/pokedex-swsh/icon/558.png
Scraggy,559,559,scraggy,scraggy,Scraggy,Dark,Fighting,Shed Skin,Moxie,Intimidate,50,75,70,35,70,48,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/559.png
Scrafty,560,560,scrafty,scrafty,Scrafty,Dark,Fighting,Shed Skin,Moxie,Intimidate,65,90,115,45,115,58,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,5,https://www.serebii.net/pokedex-swsh/icon/560.png
Sigilyph,561,561,sigilyph,sigilyph,Sigilyph,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,72,58,80,103,80,97,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6,https://www.serebii.net/pokedex-swsh/icon/561.png
Yamask,562,562,yamask,yamask,Yamask,Ghost,,Mummy,,,38,30,85,55,65,30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/562.png
Yamask-Galar,562-g,562-1,yamask-galarian,yamask-galar,Yamask-Galar,Ground,Ghost,Wandering Spirit,,,38,55,85,30,65,30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/562-g.png
Cofagrigus,563,563,cofagrigus,cofagrigus,Cofagrigus,Ghost,,Mummy,,,58,50,145,95,105,30,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,6,https://www.serebii.net/pokedex-swsh/icon/563.png
Tirtouga,564,564,tirtouga,tirtouga,Tirtouga,Water,Rock,Solid Rock,Sturdy,Swift Swim,54,78,103,53,45,22,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,https://www.serebii.net/pokedex-swsh/icon/564.png
Carracosta,565,565,carracosta,carracosta,Carracosta,Water,Rock,Solid Rock,Sturdy,Swift Swim,74,108,133,83,65,32,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,https://www.serebii.net/pokedex-swsh/icon/565.png
Archen,566,566,archen,archen,Archen,Rock,Flying,Defeatist,,,55,112,45,74,45,70,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,https://www.serebii.net/pokedex-swsh/icon/566.png
Archeops,567,567,archeops,archeops,Archeops,Rock,Flying,Defeatist,,,75,140,65,112,65,110,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,6,https://www.serebii.net/pokedex-swsh/icon/567.png
